,y,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1407,2,0.6774722,0.34401065,0.7298418,0.8277498,0.3801062,0.22657265,0.25887787,0.13201289,0.15426165,0.6175251,0.8946268,0.6024112,0.3514744,0.6084055,0.14037463,0.79074854,0.58969104,0.23885192,0.7743333,0.8461137,0.28955877,0.6881655,0.08380509,0.509739,0.50980073
1408,0,0.78603566,1.625449,0.06435707,0.16336986,-0.2918357,0.4121282,0.8570574,-0.23762198,-0.031952977,0.85077053,0.68807423,0.16143334,0.18875194,0.39639884,0.42975095,1.4846334,0.069043964,-0.4296597,-0.29749635,0.8175061,-0.039219826,0.8100877,1.2691283,1.5049758,1.0139132
1409,0,1.1567671,0.88319063,0.13215688,0.24382287,0.5582306,0.6146769,0.38507095,0.64596593,0.16446236,0.9743409,0.27710968,0.8911233,0.06319083,0.5985257,0.9122745,0.823646,0.501768,0.5752929,0.012976214,0.53344923,0.60169303,0.82109034,1.0672586,1.1015408,0.6144536
1410,2,1.220099,0.72315884,0.124708086,0.45688093,0.63249534,0.5573977,0.4102859,0.69356966,0.7119931,0.6407577,0.5784986,0.86753315,0.31168002,0.25595134,0.3028064,0.88775146,0.4741319,0.42229593,0.09830317,0.6102676,-0.14256306,0.84867775,0.45846862,1.252001,1.3072339
1411,0,1.2535158,0.55356073,0.5944057,-0.18179378,0.73917717,0.5897734,0.8194915,0.519804,-0.124287955,0.7084253,0.2912404,0.33227086,0.780993,0.35407943,0.29859507,0.25497103,0.85176766,0.076791614,-0.22357751,0.3390947,0.6544285,0.43483815,0.25304207,0.7234771,1.1953311
1412,0,-0.12800369,-0.031143196,0.55272204,0.6392381,0.8309954,0.6201921,0.6960318,0.39955115,0.43554592,0.47279784,0.17872882,0.48754662,1.007487,0.7999024,-0.22207509,-0.25707722,0.92164385,0.46076357,0.80328476,0.7292118,0.87419164,0.17770396,0.25176778,0.3268621,-0.27340382
1413,0,0.9724944,1.1808491,0.5724437,-0.2082323,-0.061206594,0.92826253,0.4743606,0.67251194,-0.18678105,0.97042966,0.29566577,0.21754035,0.003687337,1.0506289,0.20136873,0.7483497,0.30010578,0.5104637,0.5005957,0.13842265,0.8345921,1.2012118,1.120317,0.4986426,0.73935485
1414,0,0.9527953,1.039682,-0.03144662,0.32774436,0.06464727,0.085655846,1.0579054,-0.061437596,0.28758544,0.6111412,0.8238688,0.5176196,0.3927872,0.4894899,1.1336532,0.30924273,-0.0013904572,0.46802914,0.5530846,0.22806494,0.33420148,0.44418073,0.8701455,0.66125107,0.8485542
1415,2,0.1510497,0.64617777,-0.08920668,0.34378126,0.88037676,1.1136453,0.6291157,0.28065836,0.60686815,0.7392795,0.50692654,-0.06617068,0.48109168,0.9914207,1.1067448,0.20697808,-0.076665044,0.0778759,-0.16010174,-0.0413637,0.85117936,0.3328448,0.6481597,0.8464209,0.33355755
1416,0,0.7954844,1.3193389,0.069758266,0.072295904,0.769974,1.1420661,1.0636665,0.5562385,0.6872953,0.49581206,0.38626593,0.07480423,0.83968484,0.44523084,0.8304793,0.2592895,-0.04992017,0.33539253,0.41031247,0.19326565,0.48401228,1.2190355,0.27616882,0.52451503,1.0814126
1417,0,0.22235288,0.8824467,0.5997685,0.05120638,-0.0790333,0.26980793,0.56066525,-0.19272956,0.3476114,0.34067735,-0.19615683,0.07553585,0.5132929,-0.199874,0.7172687,0.5332857,-0.08836031,0.38295847,-0.21398845,0.5263577,-0.083887726,0.65077955,1.3109642,0.5507103,0.8453364
1418,2,-0.18443155,-0.11280527,0.381502,1.0643327,0.44764322,0.41121507,0.9880351,0.9957272,0.10300967,-0.20085305,0.50800484,-0.014045626,0.49793497,0.5276087,0.60596263,0.28953615,0.5127606,0.57853997,0.98539335,0.45209798,0.07626929,0.52511245,0.49207303,0.20691414,0.29526132
1419,0,-1.1249113,-0.65108407,1.5478069,2.3791304,0.77327496,-0.578216,1.3614987,2.8916485,1.8795702,-0.8088622,1.8207215,0.31320018,0.7191151,0.8221662,0.3245771,-0.23045342,1.3441395,1.5411768,1.4012359,2.4073744,0.6375941,-0.7572946,-0.22130013,-1.0578713,-0.69614774
1420,0,0.039166965,0.6936904,0.23280713,1.0273868,0.38087624,0.6178925,0.5912745,0.00699565,0.60557854,0.22458138,0.19031507,0.2511646,0.5760906,1.0780504,0.7242465,0.3306997,0.8501847,0.35010022,0.77276707,0.87136513,0.6267777,0.945595,0.7466861,0.74800146,0.1305592
1421,2,0.103256196,0.29691714,0.5442071,0.24857691,0.98314637,0.44129252,1.131998,0.37365502,0.687464,0.91603947,0.26407087,0.5187086,0.71791637,0.5081848,0.74801856,0.32481748,0.18275836,0.2745105,0.74955845,0.42288047,0.4368151,0.7971504,0.7337867,0.66784513,0.6089427
1422,0,0.3204489,0.34597966,0.052233517,0.1370731,0.44727105,0.48395455,0.45917583,0.00072699785,-0.18807647,1.0261981,0.54558027,0.7221345,0.76225656,0.98889977,1.0580895,1.2679805,-0.12503022,0.331181,0.054196835,0.21616735,-0.101393834,1.2099068,0.6797305,1.1908262,0.39088094
1423,2,-0.42450646,-0.19216757,0.18855819,0.98885727,0.54451007,0.009717673,0.34386438,0.48935154,0.51504827,0.035972714,0.42141163,0.07994974,0.7373817,0.61313164,0.73214996,0.03677795,0.90337193,0.5370996,0.6461967,1.0026028,0.26214594,0.17186047,0.5087659,0.0831497,-0.15817024
1424,2,1.4185293,1.9790272,-1.6881793,0.51550627,-0.38770407,3.1551166,1.3837695,-0.100170374,-0.75108844,2.173974,-1.2824273,-0.28317767,-0.7129632,-0.9362298,0.8730606,1.6200085,-0.14004934,-0.35232985,-0.9700527,-0.026435614,-0.20472683,1.5387784,1.9069607,1.5007646,1.5021248
1425,2,-0.04918942,0.22556147,-0.0050909966,0.3815736,0.47316313,0.5827018,0.8632941,0.017348211,0.67581594,0.48576516,0.22350729,0.61636275,0.78254735,0.9986422,0.3635914,0.16757338,0.29053384,0.22941817,0.87666315,0.39893544,0.6426276,0.66825265,0.56814945,0.30655563,0.4237815
1426,2,1.2492216,0.51620483,0.25661,-0.2185038,0.75465155,0.5385383,0.868433,0.60460526,-0.1506322,0.23306178,0.6585065,0.6987346,0.6668386,0.78620213,0.7824788,0.37326378,0.7091012,-0.02968514,0.15836844,-0.12825659,-0.19440256,0.5393491,0.9265546,1.3812449,1.3546076
1427,0,0.16923341,0.5128793,0.27873868,0.89782244,0.18813533,0.3803249,0.7248523,1.0351692,0.20392884,0.6918411,0.75607806,0.4180025,0.42633408,0.4421397,0.5429294,0.07113244,0.8305228,0.8539745,0.2450496,0.7795426,0.5839408,0.43195504,0.37668872,0.11374852,0.20964937
1428,0,0.54638743,0.96040416,0.1059705,-0.2385707,0.34525782,1.0246888,0.31593448,0.6700878,0.015020907,1.0786183,0.34047094,0.80725825,-0.0057435334,-0.1490998,0.37218884,0.33719608,0.6284348,-0.05693525,0.26860988,0.6989231,0.82448375,0.94844425,0.49422574,1.3597162,1.203243
1429,0,0.9244028,0.43970793,0.0397622,-0.13700393,-0.1404366,0.94754195,0.5048567,0.19973445,-0.18249819,0.29345736,0.10349625,0.78341115,0.7030298,1.121326,0.35266733,0.24940029,0.48551515,0.11853495,-0.25205815,0.6724262,-0.14257325,1.1740937,1.246963,0.45214662,0.48638555
1430,0,0.37117895,0.5528515,0.48935208,0.39623982,0.15044741,0.8515521,0.4175448,0.66263556,0.60476947,0.5322099,0.38281974,-0.085682616,0.11275986,0.01399751,0.16291566,0.13297912,0.16967145,0.55911326,-0.103526235,0.40179914,0.092231244,0.589921,0.49845535,0.77428603,0.7267079
1431,2,0.3209218,0.82690597,0.71277004,0.6404169,-0.071586326,0.92728287,0.84825754,0.3786003,-0.032293938,0.9242573,0.47478503,0.4629391,0.62704045,0.8482576,0.7217208,1.0342262,0.2255224,0.3538782,0.4494025,0.49106133,0.31342322,0.9989812,1.1564476,1.0986726,0.11723258
1432,0,0.5167248,0.76652586,0.14310065,0.36876774,0.7283244,0.96115047,0.5733696,0.08651319,0.045833617,0.51153725,-0.21147676,0.048914388,0.4053402,0.21215542,0.43974847,0.693474,0.46251753,0.23410527,-0.16585651,0.25458467,0.44899336,1.1464866,0.8856769,0.40826976,0.78032595
1433,0,-0.272074,-0.09160687,0.27272293,1.3007014,0.31276742,0.09537701,1.707662,1.6715646,0.93519026,0.02445376,1.0448959,0.122828186,0.46405387,0.69249266,0.5599129,0.3239383,0.8857013,0.74460614,1.2218814,0.80914044,0.5951493,0.19569354,0.24717838,-0.2542345,0.163598
1434,0,0.43741405,1.1774697,0.14179277,-0.10077679,0.5122438,1.3965595,0.8728099,0.044964254,-0.04545498,1.0726482,0.2006113,0.4148805,0.54897535,0.22167724,1.1671083,1.3729041,-0.23187244,-0.28104365,-0.08846459,0.076774776,0.1046544,1.3081603,0.8816501,1.1006747,0.469451
1435,0,0.13764517,0.44635338,0.5609169,-0.09359428,-0.10335842,0.592816,0.21397793,-0.04676921,0.614527,0.6841856,-0.079407275,0.4294309,0.0007176176,1.0953265,0.6130357,1.3558013,0.5273341,-0.043226276,0.74291617,0.64327353,0.8250264,0.8300699,0.2992345,1.0980363,0.5183237
1436,2,-0.054255232,0.4085803,0.28277418,0.69088614,0.80874723,0.5323356,0.29756442,0.7069844,0.9634284,0.23775977,0.39156148,0.65921193,0.5498418,0.16081351,0.13795067,0.2554766,0.33211443,0.7187697,0.31118193,0.49462295,0.3082522,0.7257468,0.005035326,0.4961598,-0.056405805
1437,2,1.2476182,1.3331602,-0.7162938,0.20921451,-0.2351723,1.0715704,1.2137413,0.7633079,0.43932748,1.5445039,-0.42550182,0.5149411,0.55687314,0.0512065,1.2482101,0.7823015,0.4395367,-0.3357807,-0.027443469,0.1077767,0.54004025,1.2152872,1.3636853,1.8844604,0.9560107
1438,0,-0.043758824,0.054682538,0.13233791,0.8675746,0.24606892,0.8713228,0.4581947,0.6279756,0.16402769,-0.061921325,0.07450685,0.23213394,0.7813947,0.66047764,0.07885137,0.6480399,0.30307943,0.8448364,0.4356125,1.0236505,0.6467477,0.25046858,0.22893605,0.67828417,0.21044324
1439,2,0.34441468,0.08725101,0.38813823,1.0110381,0.3762346,0.37027013,0.7946887,1.0104955,0.52869165,0.03034906,0.34771022,0.2062602,0.20957717,0.09052655,0.3401934,0.466949,0.3664433,0.29475218,0.8831615,0.592625,0.47662422,0.065248474,0.09967867,0.24139209,0.27598035
1440,0,0.6384137,0.6613447,0.4151906,0.7388478,0.48024487,0.6254191,1.0968935,0.6700097,0.33264622,0.936057,0.7228677,0.7558156,0.83880913,0.6195906,0.8280664,0.84452295,0.1920009,0.23261337,0.67483807,0.1552548,0.050174177,1.1609467,0.59318566,1.3134521,0.56601197
1441,2,0.47344315,0.6206347,0.35395557,0.08005522,0.6056734,0.51867145,0.18484052,0.29384762,0.37221202,0.9820801,0.13786274,0.555731,0.83951366,0.48196536,0.677799,0.56909835,0.71918267,0.8234747,0.651401,0.846307,0.15357657,0.17165495,0.10352863,0.2613024,0.11881469
1442,0,0.16982469,0.094914034,0.20413741,0.52267563,0.34322956,0.13086331,0.8323188,0.63106525,-0.05550457,0.42691305,0.33914182,0.41092592,0.7395396,0.78444695,0.24763066,0.30552053,0.534508,0.5886319,0.4361499,0.8913016,0.8468795,0.15095411,0.47550726,0.34022337,0.17115617
1443,0,0.47096187,0.9200856,0.548873,0.29225057,0.49066556,0.35428643,0.88017434,0.5953858,0.54020315,0.34392726,0.8315054,0.29503658,-0.0039150715,0.84934205,0.3780352,0.7365879,0.49776414,-0.3240647,0.3560781,0.568183,-0.28644878,1.0951693,1.0537032,0.44590503,1.0095545
1444,0,0.3830464,0.7295057,0.49081504,0.4392944,0.23000927,0.7507443,0.50823414,0.5214794,0.6544323,0.14083737,0.7775561,0.44141734,0.28550556,0.4053598,0.37517557,1.2393768,0.2858145,0.32851332,0.28571147,0.05187816,-0.022394784,1.0757685,0.19609082,0.47531572,0.5050086
1445,0,0.34945545,1.0110376,0.69790566,0.5847062,0.37690908,0.7295813,0.54400986,0.23271677,0.2572589,0.38023144,0.12722719,0.07119161,0.4586762,1.0875595,0.6382765,0.826172,1.0207328,-0.012731031,0.3125934,0.40025318,0.77856535,1.0138353,0.680146,0.74116695,0.7306139
1446,0,0.7141601,0.3107222,0.22442767,0.24653795,0.92330027,0.42647713,0.42471963,0.2850184,0.17989597,0.6409558,0.50869876,0.24466887,0.13234794,0.21235116,0.21916667,0.26959312,0.8799602,0.3826875,0.4355498,0.008750632,-0.121195674,0.71036273,0.2465852,0.48600152,0.34692797
1447,2,1.1975371,0.89850545,0.036705762,0.37588727,0.6572001,0.4013468,0.4576872,-0.12612478,0.09794414,0.3075965,-0.13111174,0.05433847,0.9583473,0.23481588,1.1225703,1.1759067,0.44351617,0.25806433,-0.18884793,0.39694583,-0.009136766,0.4378751,1.2656116,0.7478545,0.2989722
1448,0,0.44994682,1.1934493,0.21942648,-0.015041769,-0.13838878,0.91353154,1.1089851,-0.2600891,-0.08851692,0.8555708,-0.007446617,0.9225347,0.7836953,0.0141286105,0.9141675,0.87155014,0.337135,-0.22510356,0.2582248,-0.18527578,0.16274828,1.1634566,0.4377403,1.1851602,1.0833147
1449,0,1.1793041,1.1092792,-0.024248347,0.64243495,0.39894116,0.33519363,0.2980001,-0.04299307,-0.06338173,1.033309,0.9548292,0.66034245,0.18124476,0.053753063,1.3355304,0.32619366,-0.23618107,0.12539479,0.4479652,0.26102787,0.59338117,0.36500296,0.67073727,0.3229502,0.35332903
1450,0,-0.1661045,-0.27146736,0.38747987,0.71043193,0.4770339,-0.09609757,0.35870624,0.79666233,0.80639255,-0.21620874,0.8834965,0.10300408,0.3041792,0.31836548,0.45390403,0.012860775,0.52353114,0.33884576,0.7111909,0.4265716,0.1974288,0.08363211,0.37282228,0.2814895,-0.2310307
1451,0,0.4143784,1.1832309,0.24329719,0.17176956,-0.1484025,0.50778735,1.1367257,-0.18416369,0.12527102,0.91687906,0.3297735,-0.16172919,0.64293927,0.72693,0.6885201,0.5107845,0.6828377,-0.34725294,0.6986265,-0.11975594,0.1176281,0.501949,1.0593793,1.3963026,0.53639114
1452,2,1.0616249,0.62792885,0.013566941,0.6061455,0.29356647,0.3452703,1.119396,0.30146655,-0.045234725,0.537805,-0.22288392,0.75596225,0.63024104,0.7867991,1.0975741,0.637988,-0.32603267,-0.059318155,0.4352554,0.093166485,0.5503044,0.37497228,1.0517027,0.91600955,0.4339065
1453,1,-0.58738047,-0.47071156,0.5454515,1.2410493,1.011292,-0.31351453,0.5185356,1.7044857,0.79692024,-0.34873593,0.8630774,0.4959697,0.79072976,0.5765414,0.47166285,7.665157e-05,0.9971038,1.2704971,0.79070854,0.9247443,0.3589284,0.020155221,0.060043126,-0.24373434,-0.51086384
1454,0,0.10471952,0.12341355,0.44906965,0.83280283,0.31773418,0.24318369,0.4559738,0.5848484,0.20239717,0.05252421,0.79864657,0.029491037,0.6360454,0.302379,0.40037116,-0.05244928,0.7284961,0.23030192,0.44413638,0.8466783,0.11064037,0.40741968,0.5024356,0.18927328,0.044843122
1455,0,1.1667085,0.93339026,0.29448825,0.13428971,-0.046019047,1.1066554,0.67137265,-0.12411461,-0.029392853,0.21323518,0.34977323,0.5686599,0.72627574,0.5958291,0.67096996,0.6105662,0.5189332,0.1053005,-0.06375304,0.13509743,0.22985193,0.79701763,1.3173003,0.57853687,0.8479521
1456,0,0.27217263,0.022258867,0.37142155,0.985693,-0.081159316,0.17600916,0.48322,1.3835659,0.088748336,0.34126663,0.46652073,0.026124418,0.11823386,0.3978737,0.63948107,0.4326587,0.2871539,0.16658974,0.1424444,0.56436837,0.120040715,0.65167415,0.46480966,0.36268103,0.5290405
1457,2,0.7224858,1.0461535,-0.24988197,0.68423414,0.87402016,0.65689605,1.2759242,0.06709656,0.8578249,1.4191786,0.4304201,0.16044664,0.46239406,0.853968,0.71730113,0.5255389,0.059224844,0.3636161,0.72089213,0.49366337,0.8248563,0.5524604,1.2148663,0.3991513,1.1606041
1458,2,0.621995,0.43796176,-0.124396116,0.937632,0.18422309,1.0088571,0.3307241,-0.096040145,-0.3143389,1.2403197,-0.17607498,0.4540735,0.21952014,0.024521507,-0.17839694,-0.39820942,0.1637131,0.5643214,0.17926542,0.9257563,0.4669839,0.7173701,0.2857824,0.97512853,0.09419088
1459,2,0.42554563,0.23223397,-0.029203266,0.80433655,0.6284866,1.1473167,0.78392804,0.7675736,0.31344035,0.19928652,0.3692544,-0.19283573,0.3943329,0.5158935,1.0769299,0.94241536,-0.013794631,0.7013668,0.55918425,0.6674213,0.44727266,0.70367754,0.11920658,0.7976557,0.4780891
1460,0,0.07116541,0.036590576,0.71475476,0.41016886,0.94706935,-0.027720997,0.17688659,0.38113248,0.9228915,0.50493115,0.24805818,0.8247794,1.1241753,0.43430966,0.106122375,0.12888521,0.9343549,0.6141294,1.129803,1.2694328,0.9375057,-0.116904154,0.49726975,0.0398324,0.23713464
1461,2,0.82764935,1.0119348,0.42302656,0.3511377,0.3076018,0.65400064,1.3069704,-0.005129218,-0.23468632,0.5330442,0.51996654,0.34332645,0.13179201,-0.18881817,0.3361257,1.0442942,0.9152801,-0.2270599,0.66059077,0.4746977,-0.07539788,1.2293314,1.214035,1.6547413,1.3569686
1462,0,0.64674115,0.773415,0.2583491,0.75863826,0.5403722,0.8143776,0.6504946,0.020139575,0.49150756,1.2273712,-0.09032348,0.7018061,0.92094684,0.9619816,1.6653175,1.0053124,0.35779193,0.23656142,0.3472594,0.0027220398,0.07327402,0.9306668,0.16974688,1.2014233,0.99659
1463,2,0.6474974,0.69311404,-0.04928118,-0.05680518,0.7690275,0.2786544,0.7948495,0.12676114,-0.052919775,0.8995278,0.24870819,0.2634059,0.77983904,0.13161953,0.7760154,1.2691076,-0.091326594,0.05813971,-0.14949238,0.060310975,-0.13988769,0.25431472,0.8080374,1.1938869,1.2115654
1464,2,-0.33312094,-0.1698409,0.45889586,0.75331295,0.5476736,0.17317303,0.49681017,1.2503983,0.8772751,-0.2685306,0.5666443,-0.13438825,0.31933773,0.41608638,0.7353576,0.0008220896,0.97274834,1.0337908,0.74335116,1.1723887,0.19835722,0.43816602,0.42056385,-0.048967317,0.18827873
1465,2,0.51350033,0.3219147,0.55320466,0.19275722,0.8458752,0.1672971,0.964307,-0.20183164,0.20663121,0.44600913,0.5689582,-0.06309389,0.13290325,-0.06456058,0.486184,1.1552942,0.1821926,-0.26313084,0.5865589,-0.16849393,0.09872979,0.55322456,0.5816739,0.57036245,1.1466279
1466,2,-0.57684356,-0.3795486,1.111156,1.7257607,0.93119067,-0.14408249,0.6245879,1.4238594,0.7536435,-0.22499701,0.41325763,0.300418,1.136311,1.1052656,0.21031868,0.0116200745,1.0167528,1.1549281,1.1894505,1.6317942,1.0773866,0.08353144,-0.019827902,-0.02577959,-0.7092989
1467,0,1.3454213,1.2052314,0.6247121,0.3545333,0.24530435,1.2801733,0.45145738,0.21346584,-0.10150875,0.27785748,0.59578604,0.66397065,0.8256215,0.6934133,0.3276813,0.86019284,0.19243208,0.1557855,-0.12075153,0.6191037,0.034131855,1.255962,1.3341498,1.4245985,1.0325089
1468,0,0.03173338,0.12879945,0.49711138,0.4353392,0.94414043,0.67460257,0.21158049,0.610568,0.60856616,0.51959413,0.016765624,0.8010813,0.8874684,0.85968876,0.43089837,0.22263634,0.46352017,1.177978,0.88009995,0.39032304,1.020943,0.24103482,0.4829595,0.37644833,0.006613672
1469,0,0.84710747,1.4398713,0.2932992,-0.17386249,0.0020197034,1.3298329,0.8041905,0.5922209,0.35406184,0.9870327,0.47903615,0.3694228,0.0586465,0.052354053,0.42953986,0.9371653,0.796008,-0.28140214,0.57422274,-0.019604728,-0.21974215,0.7365957,0.7004467,0.446622,0.594715
1470,0,0.7960251,0.8147423,0.84796304,0.24212584,1.1362015,0.62065434,0.7451247,0.84661853,0.536117,0.239001,0.38747627,1.0281055,1.234895,0.5519187,0.037752587,0.31300947,0.16306247,0.35040212,0.99646175,0.19822757,0.8072734,0.48148584,0.26320252,0.63975775,0.3785925
1471,0,1.3313452,1.5221646,0.5642395,-0.0665853,0.31686723,1.3081626,0.8096726,0.32505977,0.072499216,0.5159385,0.58712703,0.078767926,-0.11633777,0.7947343,1.343015,0.64259017,0.825027,-0.2314928,0.1705279,-0.23839572,0.4637188,0.42257473,1.3982546,0.87785816,1.3561797
1472,2,-0.8739556,-0.68258905,1.073264,1.594548,0.8608796,-0.29545754,0.40721068,1.8902371,0.8421103,-0.7523023,0.90731454,0.6836033,1.0075862,0.91590714,-0.36168623,-0.61618406,1.3995609,1.8778951,1.69122,1.4005804,0.8936069,-0.219361,-0.5414046,-0.4407636,-0.61421543
1473,0,0.23228279,0.34703752,0.6613823,0.2988127,0.6726803,0.7187557,1.0371188,0.2883348,0.61895144,0.099797115,0.40149015,0.49725395,0.4674823,0.7477633,0.44859287,0.7884698,0.7608944,0.92628264,0.8232226,0.8057841,0.3902464,0.39996547,0.046395756,0.37573856,0.13398457
1474,0,0.5720378,0.18887448,0.22905612,0.95784587,0.5998989,0.49723577,0.011822,0.23885989,0.5865562,0.15379,0.2265986,0.28705347,0.27568543,0.9413204,0.06489794,0.68590087,0.3853819,0.28821024,0.88491726,0.5985602,0.53334665,0.8423538,-0.006780371,0.3206501,0.7493712
1475,0,0.97327423,0.977196,-0.25778663,0.8644522,0.2473293,1.2514763,0.613347,-0.008795083,0.056556523,1.1782136,-0.92262733,0.49183047,0.6163553,0.4638782,0.48204342,0.83228594,0.50596344,0.3924502,0.10738686,-0.048121423,0.15200472,1.1070764,1.2958584,1.5692184,0.3138479
1476,0,0.6174234,1.5082042,0.14604178,0.15289113,0.0572536,0.4282951,0.43358582,0.083013445,0.71467423,0.48914492,0.41627413,0.5543065,0.8219818,1.1230819,1.2191582,1.0512829,0.62431455,-0.2834395,0.3152693,-0.12651601,0.5864384,1.0219312,0.31506667,1.230292,0.81671715
1477,0,-0.58032215,-0.04758759,0.2374335,1.1600109,0.020901203,-0.019911572,5.0688167,3.1343236,0.7674401,0.37926924,0.46109754,-1.2434115,0.99740386,0.91561294,2.146015,1.9888214,0.98526454,0.25009274,0.78523624,1.2802877,1.2637455,0.28413117,0.15937248,-0.059337214,0.09441966
1478,0,0.48160183,0.72004825,0.015203379,0.52874935,0.3248145,0.9199922,0.7944894,0.4532851,0.23195559,0.7364812,0.4266485,0.45827585,0.8762621,0.21595012,0.23668067,0.5062537,0.32399973,0.7522308,0.73100066,0.38132584,0.7654447,0.2794037,0.27445227,0.07752528,0.19612724
1479,0,-1.1370788,-0.88239944,0.8889211,2.134954,0.8843456,-0.5830641,0.7163087,1.5026908,0.8948157,-0.76279235,1.2882904,0.41797888,1.0083799,1.0415691,-0.06713727,-0.7767402,1.3163128,1.9552605,1.6646149,1.2515025,0.9289803,-0.44851324,-0.46192536,-0.6183201,-0.92038995
1480,1,-0.1177788,0.12522858,0.1878221,0.5402508,0.45231217,0.25321424,0.38577393,0.27751517,0.002820976,-0.06291233,0.28325695,0.8556967,0.80709314,0.83191395,-0.051106274,0.031181574,0.6966082,0.50031304,0.56548965,0.56561875,0.4487991,0.039304167,0.406084,0.4411596,0.10005158
1481,1,0.3067546,0.36270013,0.33726507,0.52279186,0.40596354,0.8298502,0.5346005,0.10024065,0.2542346,0.6306813,-0.07458961,0.35746333,0.6985481,0.38709587,0.29846427,0.8641878,-0.35868046,0.38970268,0.13264719,0.26679707,0.011636972,1.1233132,1.0156775,1.4033768,0.8546312
1482,0,0.6334611,0.52475816,0.76250243,0.8988923,0.541372,0.43140388,0.61765337,0.9097033,0.4372545,0.0404706,0.117051914,0.015167203,0.41882122,0.7459201,0.15342882,0.4602717,0.23614402,0.40326083,0.72612035,0.7557793,0.1717735,0.60632336,0.311791,0.7440851,0.43562913
1483,2,-0.28921604,-0.13546997,0.2854621,0.84905416,0.59649885,0.46582606,-0.32278833,0.6597445,0.530884,-0.21795881,0.68161774,1.0153911,0.3579753,0.49945614,-0.65179914,-0.8712173,0.8855194,0.6391113,0.47560924,0.6623466,0.37007743,-0.12159704,-0.14495265,-0.057625785,-0.38721818
1484,0,1.0128374,0.59515905,-0.042143956,0.15154883,0.11020693,1.2304606,1.3336631,0.55957943,0.47482353,0.76256955,-0.0043832064,0.5894222,-0.14918752,0.051675424,1.161317,0.629987,-0.17348525,-0.25943625,-0.19943498,-0.08552277,0.28183326,1.196578,0.7095119,0.5410069,0.3568899
1485,0,0.8230606,1.4547148,0.3430744,0.39905334,0.5126803,1.284569,0.34949884,-0.08925702,0.33523017,0.3531388,0.57202977,0.36804885,0.19951507,0.021829471,1.1986823,0.3688865,0.26636133,0.38592649,0.22937506,0.62345654,-0.005841285,1.0621092,1.1598372,0.7809611,0.86647224
1486,2,0.55312896,0.6011021,0.42795807,0.32865134,0.5461306,1.2180861,0.8257755,0.9036,0.5945674,1.3096755,-0.23306862,0.38951844,0.6696945,0.20039825,0.5639965,0.35447252,0.7270286,-0.05980865,0.5978279,0.05335424,0.41429228,0.5123014,1.1298666,1.0946835,0.3886699
1487,3,0.5723511,0.9247074,0.6894921,0.26111317,0.35994345,0.7598228,0.88159895,0.37186575,0.8450694,1.4712437,-0.23636936,0.5444846,0.6872316,0.6599155,0.9360205,0.36598882,0.21731445,-0.066886276,0.36888283,0.86255646,0.67107546,0.3725592,1.136076,1.4882151,0.31173864
1488,2,-0.51062065,-0.35768363,0.9847764,1.4223336,1.0502766,-0.26223242,0.5303743,1.1093471,0.9556154,-0.32468715,0.8556791,0.7061529,1.0062155,0.95748043,-0.07777718,-0.41837248,1.0171933,1.7138109,1.0440545,1.263258,1.0246661,-0.45283633,-0.33628312,-0.3725759,-0.4110533
1489,0,0.96649593,0.46819264,0.6395048,0.6863135,0.49048966,0.38563776,0.7939986,-0.10617996,0.69312406,0.37339664,0.5234771,0.25539747,-0.015414998,0.605577,1.1114718,0.26793516,-0.044314787,-0.061498508,0.41912633,0.43630362,0.3014763,1.1643031,0.706736,0.67283785,0.4498068
1490,0,0.55767024,0.6833303,0.4585331,-0.21268663,-0.06460899,1.0944471,0.57558787,0.49245876,0.5359318,0.5731721,0.7321607,0.32427362,0.83472335,0.91527176,1.1541958,0.56467706,0.9033754,-0.20129733,-0.18918027,0.041648954,0.6377777,1.1486986,1.2763515,1.3540399,0.7865144
1491,0,0.56236005,0.2659647,0.6260536,0.1614362,0.39269418,0.7690361,0.43932045,0.18690187,0.10011408,0.35281894,0.60344905,0.75353897,1.2407435,0.4047826,1.0236092,1.0181018,-0.086696066,0.7010188,0.9088906,0.7296537,0.3838461,1.0784376,0.058229007,0.9125719,0.28192908
1492,1,0.048386537,0.5822918,0.24383396,0.78675354,0.5070353,0.233181,0.7437314,0.6325133,0.49758115,0.7163571,0.13738412,0.24471971,0.37061417,0.48930514,0.35566637,0.7229033,0.10238094,0.12879181,0.432922,0.30321348,-0.0095283985,0.5771318,0.51645076,0.5245718,0.87056655
1493,2,1.2565409,1.0357105,-1.2444363,-0.3050086,-0.50147057,1.4331291,-0.02862835,-0.49424517,-0.9301229,1.1284395,-0.8184835,0.7356671,-0.32347625,-0.7597188,0.015682995,-0.64505553,-0.6095205,-0.0009790957,-0.44663364,-0.6447575,-0.2485305,1.1611959,1.1475462,1.5987322,0.8371679
1494,0,0.8139556,0.9472395,0.42227298,0.30953467,0.7993361,0.23119259,0.6978201,0.64680207,0.32551405,0.9321907,-0.19520935,-0.038728043,1.0669668,0.7462125,0.15101361,0.9508804,0.6139374,0.08689603,-0.016096294,0.62222564,0.76204515,0.6145158,1.1692561,0.71784294,0.667943
